scenario,value,ablation,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol,p_c7_viol,p_c8_viol,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,action_5_ratio,action_6_ratio,action_7_ratio,total_energy,avg_energy_per_slot_user,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
f_scale,1.0,-Lyapunov,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,280458.5998916341,591400215221.8533,0.13822222222222205,0.7546666666666667,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.028888888888888888,0.03111111111111111,0.048,0.030222222222222223,9.15030984848582,0.0040668043771048094,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.0,-Lyapunov,2,15,1.0,1.0,1.0,1.0,0.13333333333333333,0.06666666666666667,0.0,0.061777777777777786,483722.9486521233,3424171419440.7563,0.15288888888888869,0.7435555555555555,0.03955555555555555,0.03244444444444444,0.03155555555555556,0.036444444444444446,0.051555555555555556,0.03111111111111111,0.033777777777777775,8.96555023147005,0.003984688991764467,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.0,-Priority,1,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.06088888888888889,616328.4873810876,3189910027540.741,0.14844444444444424,0.7453333333333333,0.036,0.03777777777777778,0.03244444444444444,0.035111111111111114,0.03333333333333333,0.050666666666666665,0.029333333333333333,2.7475415014294104,0.001221129556190849,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.0,-Priority,2,15,1.0,1.0,1.0,1.0,0.26666666666666666,0.0,0.0,0.11066666666666668,893957.7097731099,5360368145142.191,0.15066666666666648,0.7417777777777778,0.04133333333333333,0.03288888888888889,0.03333333333333333,0.03422222222222222,0.05511111111111111,0.027555555555555555,0.033777777777777775,2.9864222962423206,0.0013272987983299202,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.0,Random,1,15,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6,0.6457777777777778,10689407.42543404,199339826133466.8,0.5035555555555558,0.12755555555555556,0.12311111111111112,0.12177777777777778,0.124,0.11866666666666667,0.128,0.12488888888888888,0.132,60.92551956824792,0.027078008696999077,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.0,Random,2,15,1.0,1.0,1.0,1.0,0.9333333333333333,0.6,0.6,0.5955555555555556,10904443.312531604,215942109548953.3,0.5071111111111115,0.11822222222222223,0.12088888888888889,0.12755555555555556,0.12622222222222224,0.12444444444444444,0.14533333333333334,0.12177777777777778,0.11555555555555555,56.00375593279147,0.024890558192351763,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.2,Full,1,15,1.0,1.0,1.2,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,316410.6133120669,878182893682.2888,0.14088888888888873,0.752,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.029777777777777778,0.03288888888888889,0.048,0.030222222222222223,11.37763004708957,0.005056724465373142,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.2,Full,2,15,1.0,1.0,1.2,1.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.061777777777777786,691914.7060965922,7898911908755.474,0.15999999999999978,0.7386666666666667,0.03777777777777778,0.03244444444444444,0.03111111111111111,0.03911111111111111,0.05688888888888889,0.030222222222222223,0.033777777777777775,11.289809854723746,0.005017693268766109,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.2,-VQ,1,15,1.0,1.0,1.2,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,275084.8391682113,575968972068.704,0.13822222222222205,0.7546666666666667,0.03688888888888889,0.037333333333333336,0.03288888888888889,0.028888888888888888,0.03111111111111111,0.048,0.030222222222222223,11.03115254557808,0.004902734464701368,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.2,-VQ,2,15,1.0,1.0,1.2,1.0,0.13333333333333333,0.06666666666666667,0.0,0.061777777777777786,483248.94306091295,3420466551841.313,0.154222222222222,0.7435555555555555,0.03911111111111111,0.03244444444444444,0.030666666666666665,0.03777777777777778,0.051111111111111114,0.03155555555555556,0.033777777777777775,11.202251986586026,0.0049787786607049,20.0,1.0,1e+24,1e+25,0.1,300,0.5
