scenario,value,ablation,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol,p_c7_viol,p_c8_viol,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
f_scale,1.2,Random,1,15,1.0,1.0,1.2,1.0,1.0,0.6666666666666666,0.6,0.6444444444444445,10681500.177092921,198930670768418.38,0.5035555555555558,67.36890840972505,0.029941737070988912,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.4,Full,1,15,1.0,1.0,1.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,306515.3404299608,815622407527.6074,0.1404444444444443,13.608073594691719,0.006048032708751875,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.4,-VQ,1,15,1.0,1.0,1.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,269711.07844478654,560902159524.197,0.13822222222222205,13.253966642141648,0.005890651840951844,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.4,-GPD,1,15,1.0,1.0,1.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,306515.3404299608,815622407527.6074,0.1404444444444443,13.608073594691719,0.006048032708751875,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.4,-Lyapunov,1,15,1.0,1.0,1.4,1.0,0.26666666666666666,0.0,0.0,0.05422222222222222,269711.07844478654,560902159524.197,0.13822222222222205,13.253966642141648,0.005890651840951844,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.4,-Priority,1,15,1.0,1.0,1.4,1.0,0.26666666666666666,0.06666666666666667,0.0,0.0791111111111111,677500.035523657,4279819489345.214,0.14755555555555536,4.700759537354912,0.0020892264610466275,20.0,1.0,1e+24,1e+25,0.1,300,0.5
f_scale,1.4,Random,1,15,1.0,1.0,1.4,1.0,1.0,0.6666666666666666,0.6,0.6435555555555557,10666581.076930335,198493933534692.5,0.5035555555555558,74.98382249510713,0.03332614333115873,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,5,Full,1,5,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.04933333333333333,317485.17619699857,684626633155.319,0.13866666666666655,15.338040613709726,0.020450720818279634,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,5,-VQ,1,5,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.04933333333333333,317485.17619699857,684626633155.319,0.13866666666666655,15.338040613709726,0.020450720818279634,20.0,1.0,1e+24,1e+25,0.1,300,0.5
user_num,5,-GPD,1,5,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.04933333333333333,317485.17619699857,684626633155.319,0.13866666666666655,15.338040613709726,0.020450720818279634,20.0,1.0,1e+24,1e+25,0.1,300,0.5
