scenario,value,ablation,n_seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,p_c6_viol_mean,p_c6_viol_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std,mean_overflow_prob_mean,mean_overflow_prob_std,mean_m1_excess_cond_mean,mean_m1_excess_cond_std,mean_m2_excess_cond_mean,mean_m2_excess_cond_std,mean_offload_ratio_mean,mean_offload_ratio_std,action_0_ratio_mean,action_0_ratio_std,action_1_ratio_mean,action_1_ratio_std,action_2_ratio_mean,action_2_ratio_std,action_3_ratio_mean,action_3_ratio_std,action_4_ratio_mean,action_4_ratio_std,action_5_ratio_mean,action_5_ratio_std,action_6_ratio_mean,action_6_ratio_std,action_7_ratio_mean,action_7_ratio_std,total_energy_mean,total_energy_std,avg_energy_per_slot_user_mean,avg_energy_per_slot_user_std,lyap_constraint_weight,lyap_energy_weight,lyap_constraint_scale,lyap_energy_scale,wolf_epsilon,episodes,warmup_ratio
load_scale,0.5,Full,5,15,0.5,1.0,1.0,1.0,0.2,0.07302967433402216,0.013333333333333332,0.026666666666666665,0.0,0.0,0.06006666666666667,0.028284760107184708,533695.2461131292,219655.74236750873,2901326091697.161,1396576770163.151,0.05426666666666655,0.0019595917942265705,0.9077333333333332,0.003941924077414332,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.013044444444444442,0.0016110727964792763,0.014422222222222222,0.0017657929355839046,0.01388888888888889,0.0004036867138796657,0.01291111111111111,0.001511111111111111,4.11671321846061,0.30865549817699295,0.00045741257982895664,3.429505535299922e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,0.5,-VQ,5,15,0.5,1.0,1.0,1.0,0.2,0.07302967433402216,0.0,0.0,0.0,0.0,0.06006666666666667,0.028284760107184708,271859.8899467075,127505.07914629474,747285461941.099,551154519872.8595,0.05066666666666653,0.0015571420481204207,0.9113333333333333,0.0028888888888888896,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.012355555555555555,0.0012077936214845504,0.012799999999999997,0.001157690335789431,0.0134,0.00045866149867889534,0.01211111111111111,0.0013203067357789287,3.8199085516490507,0.09315051351869685,0.0004244342835165611,1.0350057057632982e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,0.5,-GPD,5,15,0.5,1.0,1.0,1.0,0.2,0.07302967433402216,0.013333333333333332,0.026666666666666665,0.0,0.0,0.06006666666666667,0.028284760107184708,533695.2461131292,219655.74236750873,2901326091697.161,1396576770163.151,0.05426666666666655,0.0019595917942265705,0.9077333333333332,0.003941924077414332,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.013044444444444442,0.0016110727964792763,0.014422222222222222,0.0017657929355839046,0.01388888888888889,0.0004036867138796657,0.01291111111111111,0.001511111111111111,4.11671321846061,0.30865549817699295,0.00045741257982895664,3.429505535299922e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,0.5,-Lyapunov,5,15,0.5,1.0,1.0,1.0,0.2,0.07302967433402216,0.0,0.0,0.0,0.0,0.06006666666666667,0.028284760107184708,271859.8899467075,127505.07914629474,747285461941.099,551154519872.8595,0.05066666666666653,0.0015571420481204207,0.9113333333333333,0.0028888888888888896,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.012355555555555555,0.0012077936214845504,0.012799999999999997,0.001157690335789431,0.0134,0.00045866149867889534,0.01211111111111111,0.0013203067357789287,3.8199085516490507,0.09315051351869685,0.0004244342835165611,1.0350057057632982e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,0.5,-Priority,5,15,0.5,1.0,1.0,1.0,0.24,0.09977753031397177,0.013333333333333332,0.026666666666666665,0.0,0.0,0.06917777777777778,0.035791619130740644,568316.4168442887,272929.0698406413,2912667006811.9575,1909195392756.5388,0.055177777777777694,0.002691183593849126,0.9067999999999999,0.004112852484049944,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012888888888888889,0.0009813067629253162,0.013511111111111113,0.0017520358528379575,0.013844444444444446,0.0012324821887877376,0.013777777777777778,0.0006440611887195307,0.014044444444444443,0.002674617775853885,1.891406321651162,0.17837681136288247,0.00021015625796124028,1.981964570698694e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,0.5,Random,5,15,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,131693474.32126987,1459838.0056736805,1.870559822146311e+16,415321588284234.9,0.49913333333333315,0.006032995693437672,0.12457777777777779,0.0016486432880881286,0.12517777777777778,0.0035877707236433138,0.1255111111111111,0.00341138254439421,0.1256,0.002659805989397454,0.12291111111111112,0.0036075366924889773,0.12817777777777778,0.0022917996594406646,0.12533333333333332,0.002942242363140192,0.1227111111111111,0.0021286986693027617,114.4475840969665,3.4599364523812026,0.012716398232996275,0.0003844373835979111,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,1.0,Full,5,15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9199999999999999,0.06531972647421808,0.9920666666666665,0.012842368152061606,27150084.44810321,1732950.5926736703,912364012864475.8,122780400786327.62,0.052555555555555446,0.0030004114944124863,0.9094444444444445,0.003756147224924576,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.012533333333333332,0.0012558996578617592,0.013444444444444445,0.0015283332323599462,0.013733333333333334,0.0007118052168020871,0.012844444444444445,0.001254325848148452,7.814395841923518,0.21163061069571365,0.0008682662046581687,2.351451229952371e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,1.0,-VQ,5,15,1.0,1.0,1.0,1.0,1.0,0.0,0.9333333333333332,0.059628479399994376,0.7066666666666667,0.0679869268479038,0.9920666666666665,0.012842368152061606,21455327.344276916,1448401.9847155523,605704195843670.6,84141076460386.02,0.05066666666666653,0.0015571420481204207,0.9113333333333333,0.0028888888888888896,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.012355555555555555,0.0012077936214845504,0.012799999999999997,0.001157690335789431,0.0134,0.00045866149867889534,0.01211111111111111,0.0013203067357789287,7.587902603298073,0.185649664106014,0.0008431002892553413,2.062774045622375e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,1.0,-GPD,5,15,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9199999999999999,0.06531972647421808,0.9920666666666665,0.012842368152061606,27150084.44810321,1732950.5926736703,912364012864475.8,122780400786327.62,0.052555555555555446,0.0030004114944124863,0.9094444444444445,0.003756147224924576,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.012533333333333332,0.0012558996578617592,0.013444444444444445,0.0015283332323599462,0.013733333333333334,0.0007118052168020871,0.012844444444444445,0.001254325848148452,7.814395841923518,0.21163061069571365,0.0008682662046581687,2.351451229952371e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
load_scale,1.0,-Lyapunov,5,15,1.0,1.0,1.0,1.0,1.0,0.0,0.9333333333333332,0.059628479399994376,0.7066666666666667,0.0679869268479038,0.9920666666666665,0.012842368152061606,21455327.344276916,1448401.9847155523,605704195843670.6,84141076460386.02,0.05066666666666653,0.0015571420481204207,0.9113333333333333,0.0028888888888888896,0.012222222222222223,0.0007950463919999255,0.012911111111111113,0.0010313601231886486,0.012866666666666669,0.000997280252102972,0.012355555555555555,0.0012077936214845504,0.012799999999999997,0.001157690335789431,0.0134,0.00045866149867889534,0.01211111111111111,0.0013203067357789287,7.587902603298073,0.185649664106014,0.0008431002892553413,2.062774045622375e-05,20.0,1.0,1e+24,1e+25,0.1,2000,0.7
