experiment,weight,policy,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,lyap_constraint_weight,p_c5_viol,p_c6_viol,p_c6_exceed_ratio,p_c7_viol,p_c8_viol,mean_c5_excess_ratio,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,action_5_ratio,action_6_ratio,action_7_ratio
weight_sweep,1.0,Full,1,15,1.0,1.0,1.0,1.0,120,0.7,1.0,0.737037037037037,0.0,0.0,0.0,0.0,370.4608852962963,0.0,0.0,0.0,0.3370370370370372,2164292.472742406,4007.9490235970484,0.0,0.0,0.0,0.662962962962963,0.06851851851851852,0.05740740740740741,0.07037037037037037,0.14074074074074075
weight_sweep,1.0,Full,2,15,1.0,1.0,1.0,1.0,120,0.7,1.0,0.7407407407407407,0.0,0.0,0.0,0.0,400.0512628271605,0.0,0.0,0.0,0.33888888888888896,1695404.5875118454,3139.638125021936,0.0,0.0,0.0,0.6611111111111111,0.053703703703703705,0.07037037037037037,0.06666666666666667,0.14814814814814814
weight_sweep,2.0,Full,1,15,1.0,1.0,1.0,1.0,120,0.7,2.0,0.737037037037037,0.0,0.0,0.0,0.0,370.4608852962963,0.0,0.0,0.0,0.3370370370370372,2164292.472742406,4007.9490235970484,0.0,0.0,0.0,0.662962962962963,0.06851851851851852,0.05740740740740741,0.07037037037037037,0.14074074074074075
weight_sweep,2.0,Full,2,15,1.0,1.0,1.0,1.0,120,0.7,2.0,0.7407407407407407,0.0,0.0,0.0,0.0,400.0512628271605,0.0,0.0,0.0,0.33888888888888896,1695404.5875118454,3139.638125021936,0.0,0.0,0.0,0.6611111111111111,0.053703703703703705,0.07037037037037037,0.06666666666666667,0.14814814814814814
weight_sweep,5.0,Full,1,15,1.0,1.0,1.0,1.0,120,0.7,5.0,0.737037037037037,0.0,0.0,0.0,0.0,370.4608852962963,0.0,0.0,0.0,0.3370370370370372,2164292.472742406,4007.9490235970484,0.0,0.0,0.0,0.662962962962963,0.06851851851851852,0.05740740740740741,0.07037037037037037,0.14074074074074075
weight_sweep,5.0,Full,2,15,1.0,1.0,1.0,1.0,120,0.7,5.0,0.7407407407407407,0.0,0.0,0.0,0.0,400.0512628271605,0.0,0.0,0.0,0.33888888888888896,1695404.5875118454,3139.638125021936,0.0,0.0,0.0,0.6611111111111111,0.053703703703703705,0.07037037037037037,0.06666666666666667,0.14814814814814814
weight_sweep,10.0,Full,1,15,1.0,1.0,1.0,1.0,120,0.7,10.0,0.737037037037037,0.0,0.0,0.0,0.0,370.4608852962963,0.0,0.0,0.0,0.3370370370370372,2164292.472742406,4007.9490235970484,0.0,0.0,0.0,0.662962962962963,0.06851851851851852,0.05740740740740741,0.07037037037037037,0.14074074074074075
weight_sweep,10.0,Full,2,15,1.0,1.0,1.0,1.0,120,0.7,10.0,0.7407407407407407,0.0,0.0,0.0,0.0,400.0512628271605,0.0,0.0,0.0,0.33888888888888896,1695404.5875118454,3139.638125021936,0.0,0.0,0.0,0.6611111111111111,0.053703703703703705,0.07037037037037037,0.06666666666666667,0.14814814814814814
weight_sweep,20.0,Full,1,15,1.0,1.0,1.0,1.0,120,0.7,20.0,0.737037037037037,0.0,0.0,0.0,0.0,370.4608852962963,0.0,0.0,0.0,0.3370370370370372,2164292.472742406,4007.9490235970484,0.0,0.0,0.0,0.662962962962963,0.06851851851851852,0.05740740740740741,0.07037037037037037,0.14074074074074075
weight_sweep,20.0,Full,2,15,1.0,1.0,1.0,1.0,120,0.7,20.0,0.7407407407407407,0.0,0.0,0.0,0.0,400.0512628271605,0.0,0.0,0.0,0.33888888888888896,1695404.5875118454,3139.638125021936,0.0,0.0,0.0,0.6611111111111111,0.053703703703703705,0.07037037037037037,0.06666666666666667,0.14814814814814814
weight_sweep,40.0,Full,1,15,1.0,1.0,1.0,1.0,120,0.7,40.0,0.737037037037037,0.0,0.0,0.0,0.0,370.4608852962963,0.0,0.0,0.0,0.3370370370370372,2164292.472742406,4007.9490235970484,0.0,0.0,0.0,0.662962962962963,0.06851851851851852,0.05740740740740741,0.07037037037037037,0.14074074074074075
weight_sweep,40.0,Full,2,15,1.0,1.0,1.0,1.0,120,0.7,40.0,0.7407407407407407,0.0,0.0,0.0,0.0,400.0512628271605,0.0,0.0,0.0,0.33888888888888896,1695404.5875118454,3139.638125021936,0.0,0.0,0.0,0.6611111111111111,0.053703703703703705,0.07037037037037037,0.06666666666666667,0.14814814814814814
