experiment,weight,policy,seed,user_num,load_scale,bw_scale,f_scale,tmax_scale,episodes,warmup_ratio,lyap_constraint_weight,p_c5_viol,p_c6_viol,p_c6_exceed_ratio,p_c7_viol,p_c8_viol,mean_c5_excess_ratio,mean_overflow_prob,mean_m1_excess_cond,mean_m2_excess_cond,mean_offload_ratio,total_energy,avg_energy_per_slot_user,action_0_ratio,action_1_ratio,action_2_ratio,action_3_ratio,action_4_ratio,action_5_ratio,action_6_ratio,action_7_ratio
weight_sweep,1.0,Full,7,15,1.0,1.0,1.0,1.0,1000,0.7,1.0,0.9557777777777776,0.0,0.0,0.0,0.0,504.3782702325926,0.0,0.0,0.0,0.05555555555555546,2085265.1940107974,463.39226533573276,0.0,0.0,0.0,0.9444444444444444,0.010222222222222223,0.010666666666666666,0.013111111111111112,0.021555555555555557
weight_sweep,1.0,Full,16,15,1.0,1.0,1.0,1.0,1000,0.7,1.0,0.9606666666666667,0.0,0.0,0.0,0.0,504.7394565125926,0.0,0.0,0.0,0.05022222222222216,1860191.9531721682,413.3759895938152,0.0,0.0,0.0,0.9497777777777778,0.010888888888888889,0.008222222222222223,0.011333333333333334,0.019777777777777776
weight_sweep,1.0,Full,24,15,1.0,1.0,1.0,1.0,1000,0.7,1.0,0.9577777777777778,0.0,0.0,0.0,0.0,502.8153060192591,0.0,0.0,0.0,0.053111111111111026,1656298.766697188,368.0663925993751,0.0,0.0,0.0,0.9468888888888889,0.01,0.010444444444444444,0.011333333333333334,0.021333333333333333
weight_sweep,2.0,Full,7,15,1.0,1.0,1.0,1.0,1000,0.7,2.0,0.9557777777777776,0.0,0.0,0.0,0.0,504.3782702325926,0.0,0.0,0.0,0.05555555555555546,2085265.1940107974,463.39226533573276,0.0,0.0,0.0,0.9444444444444444,0.010222222222222223,0.010666666666666666,0.013111111111111112,0.021555555555555557
weight_sweep,2.0,Full,16,15,1.0,1.0,1.0,1.0,1000,0.7,2.0,0.9606666666666667,0.0,0.0,0.0,0.0,504.7394565125926,0.0,0.0,0.0,0.05022222222222216,1860191.9531721682,413.3759895938152,0.0,0.0,0.0,0.9497777777777778,0.010888888888888889,0.008222222222222223,0.011333333333333334,0.019777777777777776
weight_sweep,2.0,Full,24,15,1.0,1.0,1.0,1.0,1000,0.7,2.0,0.9577777777777778,0.0,0.0,0.0,0.0,502.8153060192591,0.0,0.0,0.0,0.053111111111111026,1656298.766697188,368.0663925993751,0.0,0.0,0.0,0.9468888888888889,0.01,0.010444444444444444,0.011333333333333334,0.021333333333333333
weight_sweep,5.0,Full,7,15,1.0,1.0,1.0,1.0,1000,0.7,5.0,0.9557777777777776,0.0,0.0,0.0,0.0,504.3782702325926,0.0,0.0,0.0,0.05555555555555546,2085265.1940107974,463.39226533573276,0.0,0.0,0.0,0.9444444444444444,0.010222222222222223,0.010666666666666666,0.013111111111111112,0.021555555555555557
weight_sweep,5.0,Full,16,15,1.0,1.0,1.0,1.0,1000,0.7,5.0,0.9606666666666667,0.0,0.0,0.0,0.0,504.7394565125926,0.0,0.0,0.0,0.05022222222222216,1860191.9531721682,413.3759895938152,0.0,0.0,0.0,0.9497777777777778,0.010888888888888889,0.008222222222222223,0.011333333333333334,0.019777777777777776
weight_sweep,5.0,Full,24,15,1.0,1.0,1.0,1.0,1000,0.7,5.0,0.9577777777777778,0.0,0.0,0.0,0.0,502.8153060192591,0.0,0.0,0.0,0.053111111111111026,1656298.766697188,368.0663925993751,0.0,0.0,0.0,0.9468888888888889,0.01,0.010444444444444444,0.011333333333333334,0.021333333333333333
weight_sweep,10.0,Full,7,15,1.0,1.0,1.0,1.0,1000,0.7,10.0,0.9557777777777776,0.0,0.0,0.0,0.0,504.3782702325926,0.0,0.0,0.0,0.05555555555555546,2085265.1940107974,463.39226533573276,0.0,0.0,0.0,0.9444444444444444,0.010222222222222223,0.010666666666666666,0.013111111111111112,0.021555555555555557
