scenario,value,policy,n_seed,p_c6_viol_mean,p_c6_viol_std,p_c6_exceed_ratio_mean,p_c6_exceed_ratio_std,p_c7_viol_mean,p_c7_viol_std,p_c8_viol_mean,p_c8_viol_std
f_scale,1.2,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,No-EVT,3,0.14222222222222222,0.03182526883822844,0.17777777777777778,0.031426968052735454,0.06666666666666667,0.0,0.0,0.0
f_scale,1.2,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,Random,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.2,Stand-alone MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,C6-Only,3,0.1272962962962963,0.027240482663631344,0.17777777777777778,0.031426968052735454,0.044444444444444446,0.03142696805273545,0.0,0.0
f_scale,1.4,Full,3,0.1272962962962963,0.027240482663631344,0.17777777777777778,0.031426968052735454,0.044444444444444446,0.03142696805273545,0.0,0.0
f_scale,1.4,IQL,3,0.02659259259259259,0.006743589141772468,0.06666666666666667,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,No-EVT,3,0.1272962962962963,0.027240482663631344,0.17777777777777778,0.031426968052735454,0.044444444444444446,0.03142696805273545,0.0,0.0
f_scale,1.4,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Random,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f_scale,1.4,Stand-alone MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,C6-Only,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Full,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,IQL,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,No-EVT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Random,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,5.0,Stand-alone MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,C6-Only,3,0.13883333333333334,0.027731850921919283,0.16666666666666669,0.047140452079103175,0.0,0.0,0.0,0.0
user_num,10.0,Full,3,0.13883333333333334,0.027731850921919283,0.16666666666666669,0.047140452079103175,0.0,0.0,0.0,0.0
user_num,10.0,IQL,3,0.02772222222222222,0.025469783598279942,0.06666666666666667,0.047140452079103175,0.0,0.0,0.0,0.0
user_num,10.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,No-EVT,3,0.13883333333333334,0.027731850921919283,0.16666666666666669,0.047140452079103175,0.0,0.0,0.0,0.0
user_num,10.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,Random,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,10.0,Stand-alone MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,C6-Only,3,0.1494814814814815,0.027242295446230264,0.2,0.0,0.06666666666666667,0.05443310539518174,0.0,0.0
user_num,15.0,Full,3,0.1494814814814815,0.027242295446230264,0.2,0.0,0.06666666666666667,0.05443310539518174,0.0,0.0
user_num,15.0,IQL,3,0.04044444444444444,0.005946953433820791,0.1111111111111111,0.03142696805273545,0.0,0.0,0.0,0.0
user_num,15.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,No-EVT,3,0.1494814814814815,0.027242295446230264,0.2,0.0,0.06666666666666667,0.05443310539518174,0.0,0.0
user_num,15.0,Non-MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,Random,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,15.0,Stand-alone MEC,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,C6-Only,3,0.3764166666666667,0.011717942873439238,0.45,0.04082482904638629,0.18333333333333335,0.02357022603955159,0.05,0.040824829046386304
user_num,20.0,Full,3,0.3764166666666667,0.011717942873439238,0.45,0.04082482904638629,0.18333333333333335,0.02357022603955159,0.05,0.040824829046386304
user_num,20.0,IQL,3,0.14777777777777779,0.043632850208116705,0.2833333333333333,0.062360956446232345,0.0,0.0,0.0,0.0
user_num,20.0,Lyapunov-Greedy,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
user_num,20.0,No-EVT,3,0.3764166666666667,0.011717942873439238,0.45,0.04082482904638629,0.18333333333333335,0.02357022603955159,0.05,0.040824829046386304
